word_id,ur_meaning,en_meaning
7167,علم,the knowledge
7168,تو کہہ دیجئیے,then say
7169,آؤ,Come
7170,ہم بلاتے ہیں,let us call
7171,اپنے بیٹوں کو,our sons
7172,اور تمہارے بیٹوں کو,and your sons
7173,اور  ہم اپنی عورتوں کو,and our women
7174,اور تمہاری عورتوں کو,and your women
7175,اور ہم خود بھی,and ourselves
7176,اور تم بھی (تمہارے نفسوں کو بھی),and yourselves
7177,پھر,then
7178,ہم بدعا کریں,let us pray humbly
7179,ہم ڈالیں,and [we] invoke
7180,لعنت,the curse
7181,اللہ کی,(of) Allah
7182,پر,on
7183,جھوٹوں,the liars
7184,بیشک,Indeed
7185,یہ,this
7186,البتہ وہ,surely it (is)
7187,قصے ہیں,the narration
7188,سچے,[the] true
7189,اور نہیں,And (there is) no
7190,کوئی,(of)
7191,الہ,god
7192,سوائے,except
7193,اللہ کے,Allah
7194,اور بیشک,And indeed
7195,اللہ تعالیٰ,Allah
7196,البتہ وہ,surely He
7197,زبردست ہے,(is) the All-Mighty
7198,حکمت والا ہے,the All-Wise
7199,پھر اگر,And if
7200,وہ منہ موڑ جائیں,they turn back
7201,تو بیشک,then indeed
7202,اللہ تعالیٰ,Allah
7203,جاننے والا,(is) All-Knowing
7204,فساد کرنے والوں کو,of the corrupters
7205,کہہ دیجیے,Say
7206,اے اہل,O People
7207,کتاب,(of) the Book
7208,آؤ,Come
7209,طرف,to
7210,ایک کلمے کے,a word
7211,برابر ہے,equitable
7212,ہمارے درمیان,between us
7213,اور  تمہارے درمیان کہ,and between you
7214,نہ,that not
7215,ہم عبادت کریں,we worship
7216,مگر,except
7217,اللہ کی,Allah
7218,اور نہ,and not
7219,ہم شرک کریں,we associate partners
7220,ساتھ اس کے,with Him
7221,کسی چیز کو,anything
7222,اورنہ,and not
7223,بنائے,take
7224,بعض ہم میں سے,some of us
7225,بعض کو,(to) others
7226,رب,(as) lords
7227,کے,from
7228,سوا,besides
7229,اللہ,Allah
7230,پھر اگر,Then if
7231,وہ منہ موڑ جائیں,they turn away
7232,تو کہہ دو,then say
7233,گواہ رہو,Bear witness
7234,بوجہ اس کہ بیشک,that we
7235,مسلمان ہیں,(are) Muslims
7236,اے اہل,O People
7237,کتاب,(of) the Book
7238,کیوں,Why
7239,تم جھگڑا کرتے ہو,(do) you argue
7240,بارے میں,concerning
7241,ابراہیم کے,Ibrahim
7242,حالانکہ,while not
7243,اتاری گئی,was revealed
7244,توارت,the Taurat
7245,اور  انجیل,and the Injeel
7246,مگر,except
7247,اس کے,from
7248,بعد,after him
7249,کیا بھلا نہیں,Then why don't
7250,تم عقل رکھتے,you use your intellect
7251,ہاں تم,Here you are
7252,وہ لوگ ہو,those who
7253,بحثیں کیں تم نے,argued
7254,اس معاملے میں,about what
7255,جو تمہارے لیے,[for] you
7256,ہے,of it
7257,علم,(have some) knowledge
7258,تو کیوں,Then why
7259,تم جھگڑتے ہو,(do) you argue
7260,اس معاملے میں,about what
7261,جو نہیں ہے,not
7262,تمہارے لیئے,for you
7263,اس کا کوئی,of it
7264,علم,(any) knowledge
7265,اور اللہ,And Allah
7266,جانتا ہے,knows
7267,اور  تم,while you
7268,نہیں,(do) not
7269,تم جانتے,know
7270,نہ,Not
7271,تھے,was
7272,ابراہیم,Ibrahim
7273,یہودی,a Jew
7274,اور نہ,and not
7275,عیسائی,a Christian
7276,لیکن,[and] but
7277,تھے,he was
7278,یکسو م,a true
7279,سلم۔ فرماں بردار,Muslim
7280,اور نہ,and not
7281,تھے,he was
7282,میں سے,from
7283,مشرکوں میں سے,the polytheists
7284,بیشک,Indeed
7285,قریب ترین,the best to claim relationship
7286,لوگوں میں سے,(of) people
7287,ابراہیم کے,with Ibrahim
7288,البتہ وہ لوگ ہیں,(are) those who
7289,جنہوں نے پیروی کی اس کی,follow him
7290,اور یہ,and this
7291,نبی,[the] Prophet
7292,اوروہ لوگ,and those who
7293,جو ایمان لائے,believe[d]
7294,اوراللہ,And Allah
7295,دوست ہے,(is) a Guardian
7296,مومنوں کا,(of) the believers
7297,چاہتا ہے,Wished
7298,ایک گروہ,a group
7299,سے,from
7300,اہل,(the) People
7301,کتاب (میں سے),(of) the Book
7302,کاش,if
7303,وہ گمراہ کرسکیں تم کو,they could lead you astray
7304,اور نہیں,and not
7305,وہ گمراہ کرتے ہیں,they lead astray
7306,مگر,except
7307,اپنے نفسوں کو,themselves
7308,اورنہیں,and not
7309,وہ شعور رکھتے,they perceive
7310,اے اہل,O People
7311,کتاب,(of) the Book
7312,کیوں,Why do
7313,تم کفر کرتے ہو,you deny
7314,آیات کے ساتھ,[in] the Signs
7315,اللہ کی,(of) Allah
7316,حالانکہ تم,while you
7317,تم گواہ ہو,bear witness
7318,اے اہل,O People
7319,کتاب,(of) the Book
7320,کیوں,Why
7321,تم ملاتے ہو,do you mix
7322,حق کو,the truth
7323,ساتھ باطل کے,with the falsehood
7324,اور تم چھپاتے ہو,and conceal
7325,حق کو,the truth
7326,اور  تم جانتے ہو,while you
7327,تم جانتے ہو,know
7328,اور کہا,And said
7329,ایک گروہ نے,a group
7330,سے,of
7331,(اہل),(the) People
7332,کتاب (میں سے),(of) the Book
7333,ایمان لے آؤ,Believe
7334,ساتھ اس چیز کے,in what
7335,جونازل کی گئی,was revealed
7336,اوپر,on
7337,ان لوگوں کے,those who
7338,جو ایمان لائے,believe[d]
7339,چہرہ,(at the) beginning
7340,دن ( دن کے پہلے حصے میں۔ یعنی صبح کے وقت),(of) the day
7341,اور  کفرکرو۔ انکار کردو,and reject
7342,اس کے آخری حصے میں۔ یعنی پچھلے پہر,(at) its end
7343,تاکہ وہ,perhaps they may
7344,لوٹ آئیں,return
7345,اور نہ,And (do) not
7346,تم ایمان لاؤ,believe
7347,مگر,except
7348,واسطے اس کے جو,(the one) who
7349,پیروی کرے,follows
7350,تمہارے دین کی,your religion
7351,کہہ دیجیے,Say
7352,بیشک,Indeed
7353,ہدایت تو,the (true) guidance
7354,ہدایت,(is the) Guidance
7355,اللہ کی ہے,(of) Allah
7356,کہ,lest
7357,دیا جائے,is given
7358,کوئی ایک,(to) one
7359,مانند,(the) like
7360,جو,(of) what
7361,دیے گئے تم,was given to you
7362,یا,or
7363,وہ جھگڑا کریں تم سے,they may argue with you
7364,کے پاس,near
7365,تمہارے رب,your Lord
7366,کہہ دیجیے,Say
7367,بیشک,Indeed
7368,فضل,the Bounty
7369,ہاتھ میں ہے,(is) in the Hand
7370,اللہ کے,(of) Allah
7371,وہ دیتا ہے اسکو,He gives it
7372,جسے,(to) whom
7373,وہ چاہتا ہے,He wills
7374,اور اللہ,and Allah
7375,وسعت والا ہے,(is) All-Encompassing
7376,جاننے والا ہے,All-Knowing
7377,خاص کرلیتا ہے,He chooses
7378,ساتھ اپنی رحمت کے,for His Mercy
7379,جسے,whom
7380,وہ چاہتا ہے,He wills
7381,اور اللہ,And Allah
7382,والا ہے,(is) the Possessor
7383,فضل,(of) Bounty
7384,بڑے,[the] great
7385,اور میں سے (کچھ میں),And from
7386,اہل,(the) People
7387,کتاب اگر,(of) the Book
7388,جو,(is he) who
7389,اگر,if
7390,تو امانت دے اس کو,you entrust him
7391,ساتھ خزانے کے,with a great amount of wealth
7392,وہ ادا کردے گا اس کو,he will return it
7393,طرف تیرے,to you
7394,ان میں سے کچھ ہیں,And from them
7395,جو,(is he) who
7396,اگر,if
7397,تو امانت دے اس کو,you entrust him
7398,ایک دینار,with a single coin
7399,نہیں,not
7400,وہ ادا کرے گا,he will return it
7401,اس کو طرف تیرے,to you
7402,مگر,except
7403,نا معلوم,that
7404,جب تک تو رہے,you keep constantly
7405,اس پر,over him
7406,قائم۔ ٹھہرا۔ کھڑا ہوا,standing
7407,یہ,That
7408,بوجہ اس کے بیشک,(is) because they
7409,وہ کہتے ہیں,said
7410,نہیں ہے,Not
7411,ہم پر,on us
7412,بارے میں,concerning
7413,امیوں کے,the unlettered people
7414,کوئی رستہ,any [way] (accountability)
7415,وہ کہتے ہیں,And they say
7416,پر,about
7417,اللہ,Allah
7418,جھوٹ,the lie
7419,اور وہ,while they
7420,جانتے ہیں,know
7421,کیوں نہیں,Nay
7422,جس نے,whoever
7423,پورا کیا,fulfills
7424,اپنے عہد کو,his covenant
7425,اور  تقوی کیا,and fears (Allah)
7426,تو بیشک,then indeed
7427,اللہ تعالیٰ,Allah
7428,محبت رکھتا ہے,loves
7429,تقوی کرنے والوں سے,those who fear (Him)
7430,بیشک,Indeed
7431,وہ لوگ,those who
7432,جو لیتے ہیں,exchange
7433,بدلے عہد کے,(the) Covenant
7434,اللہ کے,(of) Allah
7435,اور اپنی قسموں کے,and their oaths
7436,پیسے,(for) a price
7437,تھوڑے,little
7438,یہی لوگ,those
7439,نہیں,no
7440,کوئی حصہ,share
7441,ان کے لیے,for them
7442,میں,in
7443,آخرت,the Hereafter
7444,اور نہ,and not
7445,کلام کرے گا ان سے,will speak to them
7446,اللہ,Allah
7447,اور نہ,and not
7448,وہ دیکھے گا,look
7449,ان کی طرف,at them
7450,دن,(on the) Day
7451,قیامت کے,(of) the Resurrection
7452,اور نہ,and not
7453,وہ پاک کرے گا ان کو,purify them
7454,اور ان کے لئیے,and for them
7455,ان کے لیے,(is) a punishment
7456,عذاب ہے دردناک,painful
7457,اور بیشک,And indeed
7458,ان میں سے,among them
7459,البتہ ایک گروہ ہے,surely (is) a group
7460,وہ ڈرتے ہیں,they distort
7461,اپنی زبانوں کو,their tongues
7462,ساتھ کتاب کے,in (reciting) the Book
7463,تاکہ تم سمجھ اس کو,so that you may think it
7464,میں سے,(is) from
7465,کتاب,the Book
7466,اور نہیں,and not
7467,وہ,it
7468,میں سے,(is) from
7469,کتاب,the Book
7470,اور وہ کہتے ہیں,And they say
7471,وہ سے,It
7472,(سے) ہے,(is)
7473,پاس,from
7474,اللہ کے,Allah
7475,اور نہیں,But not
7476,وہ,it
7477,سے,(is)
7478,پاس سے,from
7479,اللہ کے,Allah
7480,کہتے ہیں,And they say
7481,پر,about
7482,اللہ,Allah
7483,جھوٹ,the lie
7484,اور وہ,while they
7485,جانتے ہیں,know
7486,نہیں,Not
7487,ہے,is
7488,کسی بشر,for a human
7489,کہ,that
7490,دے اس کو,gives him
7491,اللہ,Allah
7492,کتاب,the Book
7493,اور حکومت,and the wisdom
7494,اورنبوت,and the Prophethood
7495,پھر,then
7496,وہ کہے,he says
7497,لوگوں کے لیے,to the people
7498,ہوجاؤ,Be
7499,بندے,worshippers
7500,میرے لیے,of me
7501,کے,from
7502,سوا,besides
7503,اللہ,Allah
7504,لیکن,but (would say)
7505,ہوجاؤ,Be
7506,رب والے,worshippers of the Lord
7507,بوجہ اس کے جو,because
7508,تھے تم,you have been
7509,تم سکھاتے,teaching
7510,کتاب کو,the Book
7511,اور بوجہ اس کے جو,and because
7512,ہو تم,you have been
7513,تم پڑھتے,studying (it)
7514,اور نہیں,And not
7515,وہ حکم دیتا ہے,he will order you
7516,کہ,that
7517,تم بنالو,you take
7518,فرشتوں کو,the Angels
7519,اورنبیوں کو,and the Prophets
7520,رب,(as) lords
7521,کیا وہ حکم دے گا تم کو۔ کیا وہ حکم دیتا ہے تم کو,Would he order you
7522,کفر کا,to [the] disbelief
7523,اور,after
7524,جب,[when]
7525,تم,you (have become)
7526,مسلمان ہو,Muslims
7527,اور جب,And when
7528,لیا,took
7529,اللہ نے,Allah
7530,پختہ عہد,covenant
7531,نبیوں سے,(of) the Prophets
7532,البتہ جو,Certainly whatever
7533,دوں میں تمہیں,I (have) given you
7534,میں سے,of
7535,کتاب,(the) Book
7536,اور حکمت میں سے,and wisdom
7537,پھر,then
7538,آجائے تمہارے پاس,comes to you
7539,ایک رسول,a Messenger
7540,تصدیق کرنے والا,confirming
7541,واسطے کے جو,that which
7542,تمہارے پاس ہے,(is) with you
7543,البتہ تم ضرور ایمان لاؤ گے,you must believe
7544,اورساتھ اس کے,in him
7545,التبہ تم ضرور مدد کرو گے اس کی,and you must help him
7546,اس نے کہا,He said
7547,کیا تم نے اقرار کیا۔ تم اقرار کرتے ہو,Do you affirm
7548,اور لیا تم نے۔ لیتے ہو تم,and take
7549,نا معلوم,on
7550,اس پر,that (condition)
7551,میرا عہد,My Covenant
7552,انہوں نے کہا,They said
7553,اقرار کیا تم نے,We affirm
7554,فرمایا,He said
7555,پس گواہ نہ ہو,Then bear witness
7556,اور میں,and I (am)
7557,تمہارے ساتھ,with you
7558,میں,among
7559,گواہوں میں سے ہوں,the witnesses
7560,تو جو کوئی,Then whoever
7561,منہ موڑ جائے۔ پھر جائے,turns away
7562,بعد,after
7563,اس کے,that
7564,تو یہی لوگ,then those
7565,وہ ہیں,they
7566,جا فاسق ہیں,(are) the defiantly disobedient
7567,کیا بھلا سوائے,So is (it) other than
7568,دین کے,(the) religion
7569,اللہ کے,(of) Allah
7570,وہ چاہتے ہیں,they seek
7571,حالانکہ اس کے لیئے,While to Him
7572,مطیع ہے۔ تابع ہے جو کوئی,(have) submitted
7573,جو کوئی,whatever
7574,میں ہے,(is) in
7575,آسمانوں,the heavens
7576,اورزمین میں,and the earth
7577,خوشی سے,willingly
7578,اور ناخوشی سے,or unwillingly
7579,اوراس کی طرف,and towards Him
7580,وہ لوٹائے جائیں گے,they will be returned
7581,کہہ دیجیے,Say
7582,ایمان لائے ہم,We believed
7583,اللہ پر,in Allah
7584,اور جو,and what
7585,نازل کیا گیا,(is) revealed
7586,ہم پر,on us
7587,اور جو,and what
7588,نازل کیا گیا,was revealed
7589,پر,on
7590,ابراہیم,Ibrahim
7591,اور اسماعیل پر,and Ishmael
7592,اور اسحاق پر,and Isaac
7593,اور یعقوب پر,and Yaqub
7594,اور اولاد جو یقوب پر,and the descendents
7595,اور جو,and what
7596,دیے گئے,was given
7597,موسی,(to) Musa
7598,اور عیسی,and Isa
7599,اور تمام انبیاء,and the Prophets
7600,سے,from
7601,ان کے رب کیطرف,their Lord
7602,نہیں,Not
7603,ہم تفریق کرتے,we make distinction
7604,درمیان,between
7605,کسی ایک کے,any
7606,اس میں سے,of them
7607,اور ہم,and we
7608,واسطے اس کے,to Him
7609,فرماں بردار ہیں,(are) submissive
7610,اور جو کوئی,And whoever
7611,چاہے گا۔ تلاش کرے گا,seeks
7612,علاوہ,other than
7613,اسلام کے,[the] Islam
7614,کوئی دین۔ راستہ,(as) religion
7615,تو ہرگز نہیں,then never
7616,قبول کیا جائے گا,will be accepted
7617,اس سے,from him
7618,اور وہ,and he
7619,میں,in
7620,اخرت (میں),the Hereafter
7621,میں سے,(will be) from
7622,نقصان اٹھانے والوں میں سے ہوگا,the losers
7623,کس طرح,How
7624,ہدایت دے سکتا ہے,(shall) guide
7625,اللہ تعالیٰ,Allah
7626,کسی قوم کو,a people
7627,جنہوں نے کفر کیا,(who) disbelieved
7628,بعد,after
7629,اپنے ایمان لانے کے,their belief
7630,اور انہوں نے گواہی دی,and (had) witnessed
7631,بیشک,that
7632,رسول,the Messenger
7633,برحق ہے,(is) true
7634,اور آئیں ان کے پاس,and came to them
7635,روشن نشانیاں,the clear proofs
7636,اور اللہ تعالیٰ,And Allah
7637,نہیں,(does) not
7638,ہدایت دیتا ہے ۔ ہدایت دے گا,guide
7639,قوم کو,the people
7640,جو ظالم ہیں,[the] wrongdoers
7641,یہی لوگ,Those
7642,ان کی جزا,their recompense
7643,بیشک,that
7644,ان پر,on them
7645,لعنت,(is the) curse
